Date,Grocery,Produce,Kitchen,Dairy,Beverage,Bakery,Frozen,Deli,Cheese,Beer,Sushi,Meat,Meat Pre-Packed,Nuts,Pre-Priced Chips and Cookies,Pre-Priced Bread,Flower,Fish,Salad Bar,Total Sales,COGS,Payroll
6/24/22 0:00,"$5,793.70 ","$3,918.55 ","$4,638.36 ","$2,232.21 ","$3,399.52 ","$1,944.69 ","$1,016.30 ","$2,660.69 ","$1,081.79 ","$1,169.34 ","$1,595.26 ","$1,599.01 ",$363.99 ,$293.13 ,$306.60 ,$412.92 ,$790.70 ,$246.80 ,$304.70 ,"$33,768.26 ","$16,884.13 ","$8,442.06 "
6/25/22 0:00,"$5,223.92 ","$3,120.12 ","$4,101.77 ","$2,353.42 ","$3,076.80 ","$1,663.46 ","$1,332.83 ","$2,420.41 ","$1,862.36 ","$1,409.63 ","$1,992.84 ","$1,102.41 ",$311.94 ,$292.11 ,$193.34 ,$515.20 ,$796.91 ,$262.10 ,$287.91 ,"$32,319.48 ","$16,159.74 ","$8,079.87 "
6/26/22 0:00,"$5,345.35 ","$3,334.47 ","$4,673.01 ","$2,262.89 ","$3,214.36 ","$1,525.16 ","$1,307.59 ","$2,648.68 ","$1,281.71 ","$1,593.68 ","$1,706.65 ","$1,235.22 ",$533.39 ,$200.66 ,$186.93 ,$383.34 ,$426.72 ,$210.20 ,$326.10 ,"$32,396.11 ","$16,198.06 ","$8,099.03 "
6/27/22 0:00,"$5,928.08 ","$3,175.37 ","$4,801.82 ","$2,361.11 ","$3,797.24 ","$1,416.37 ","$1,543.45 ","$2,799.39 ","$1,376.35 ","$1,541.25 ","$1,697.98 ","$1,463.92 ",$284.81 ,$258.10 ,$281.93 ,$501.88 ,$731.55 ,$332.88 ,$209.14 ,"$34,502.62 ","$17,251.31 ","$8,625.66 "
6/28/22 0:00,"$5,704.41 ","$3,115.90 ","$4,185.31 ","$2,100.80 ","$3,248.49 ","$1,105.55 ","$1,894.87 ","$2,707.07 ","$1,475.15 ","$1,896.31 ","$1,878.51 ","$1,334.39 ",$654.53 ,$239.98 ,$216.16 ,$485.13 ,$550.81 ,$320.19 ,$209.16 ,"$33,322.72 ","$16,661.36 ","$8,330.68 "
6/29/22 0:00,"$5,031.84 ","$3,899.87 ","$4,415.13 ","$2,359.81 ","$3,997.86 ","$1,477.07 ","$1,040.52 ","$2,617.54 ","$1,816.93 ","$1,592.38 ","$1,531.37 ","$1,783.06 ",$683.86 ,$253.63 ,$240.96 ,$509.01 ,$787.04 ,$250.16 ,$166.27 ,"$34,454.31 ","$17,227.16 ","$8,613.58 "
6/30/22 0:00,"$5,164.69 ","$3,056.88 ","$4,519.98 ","$2,887.87 ","$3,693.99 ","$1,155.11 ","$1,842.77 ","$2,906.47 ","$1,594.94 ","$1,256.63 ","$1,584.77 ","$1,675.27 ",$437.45 ,$264.96 ,$158.88 ,$549.83 ,$509.32 ,$272.31 ,$303.79 ,"$33,835.91 ","$16,917.96 ","$8,458.98 "
7/1/22 0:00,"$5,621.48 ","$3,980.49 ","$4,451.81 ","$2,298.59 ","$3,477.22 ","$1,582.19 ","$1,557.13 ","$2,247.78 ","$1,563.96 ","$1,952.59 ","$1,859.94 ","$1,311.47 ",$225.56 ,$227.44 ,$234.59 ,$486.67 ,$661.14 ,$271.95 ,$327.12 ,"$34,339.12 ","$17,169.56 ","$8,584.78 "
7/2/22 0:00,"$5,577.23 ","$3,096.45 ","$4,799.83 ","$2,371.93 ","$3,570.44 ","$1,730.25 ","$1,587.67 ","$2,507.56 ","$1,362.38 ","$1,173.93 ","$1,659.83 ","$1,951.09 ",$285.32 ,$276.12 ,$338.37 ,$453.16 ,$458.61 ,$198.17 ,$288.88 ,"$33,687.22 ","$16,843.61 ","$8,421.80 "
7/3/22 0:00,"$5,237.89 ","$3,863.47 ","$4,960.52 ","$2,944.47 ","$3,610.87 ","$1,946.50 ","$1,956.97 ","$2,756.11 ","$1,279.68 ","$1,476.44 ","$1,850.84 ","$1,644.24 ",$333.59 ,$292.05 ,$287.53 ,$489.73 ,$797.50 ,$181.88 ,$322.76 ,"$36,233.04 ","$18,116.52 ","$9,058.26 "
7/4/22 0:00,"$5,934.21 ","$3,566.51 ","$4,798.95 ","$2,728.38 ","$3,968.94 ","$1,296.85 ","$1,128.28 ","$2,224.03 ","$1,478.12 ","$1,887.65 ","$1,511.43 ","$1,846.63 ",$637.99 ,$288.88 ,$313.88 ,$501.69 ,$461.21 ,$327.99 ,$323.73 ,"$35,225.35 ","$17,612.68 ","$8,806.34 "
7/5/22 0:00,"$5,613.97 ","$3,367.92 ","$4,077.99 ","$2,516.74 ","$3,161.74 ","$1,396.91 ","$1,276.64 ","$2,211.69 ","$1,255.73 ","$1,709.92 ","$1,795.18 ","$1,904.59 ",$644.13 ,$275.53 ,$275.50 ,$442.08 ,$691.56 ,$228.28 ,$241.01 ,"$33,087.11 ","$16,543.56 ","$8,271.78 "
7/6/22 0:00,"$5,535.63 ","$3,342.34 ","$4,804.94 ","$2,777.19 ","$3,272.40 ","$1,182.95 ","$1,230.05 ","$2,684.27 ","$1,339.51 ","$1,535.38 ","$1,772.12 ","$1,197.63 ",$683.15 ,$252.45 ,$267.02 ,$395.77 ,$501.51 ,$331.75 ,$293.61 ,"$33,399.67 ","$16,699.84 ","$8,349.92 "
7/7/22 0:00,"$5,589.91 ","$3,757.36 ","$4,066.60 ","$2,123.18 ","$3,709.59 ","$1,877.94 ","$1,468.84 ","$2,780.64 ","$1,440.38 ","$1,687.83 ","$1,572.43 ","$1,397.73 ",$331.32 ,$248.52 ,$344.17 ,$393.62 ,$740.49 ,$288.69 ,$225.39 ,"$34,044.63 ","$17,022.31 ","$8,511.16 "
7/8/22 0:00,"$5,730.12 ","$3,314.57 ","$4,235.97 ","$2,464.49 ","$3,239.86 ","$1,824.08 ","$1,579.83 ","$2,886.36 ","$1,843.50 ","$1,437.79 ","$1,559.37 ","$1,060.97 ",$287.91 ,$274.50 ,$247.94 ,$354.38 ,$482.89 ,$296.33 ,$206.79 ,"$33,327.65 ","$16,663.82 ","$8,331.91 "
7/9/22 0:00,"$5,311.94 ","$3,657.32 ","$4,153.10 ","$2,118.24 ","$3,871.30 ","$1,774.96 ","$1,727.86 ","$2,448.31 ","$1,930.51 ","$1,396.81 ","$1,964.08 ","$1,147.82 ",$462.41 ,$277.27 ,$308.06 ,$501.70 ,$741.23 ,$186.54 ,$342.43 ,"$34,321.89 ","$17,160.95 ","$8,580.47 "
7/10/22 0:00,"$5,398.22 ","$3,517.33 ","$4,197.52 ","$2,233.62 ","$3,346.53 ","$1,057.29 ","$1,053.04 ","$2,716.30 ","$1,829.74 ","$1,627.84 ","$1,752.51 ","$1,587.47 ",$372.18 ,$201.21 ,$196.28 ,$419.91 ,$627.70 ,$327.54 ,$234.40 ,"$32,696.63 ","$16,348.32 ","$8,174.16 "
7/11/22 0:00,"$5,209.84 ","$3,484.97 ","$4,528.32 ","$2,141.87 ","$3,180.84 ","$1,556.72 ","$1,426.13 ","$2,170.95 ","$1,525.70 ","$1,737.01 ","$1,524.95 ","$1,517.13 ",$399.07 ,$203.78 ,$170.39 ,$501.72 ,$718.91 ,$308.79 ,$321.79 ,"$32,628.88 ","$16,314.44 ","$8,157.22 "
7/12/22 0:00,"$5,186.19 ","$3,901.16 ","$4,671.69 ","$2,361.80 ","$3,047.62 ","$1,235.01 ","$1,924.27 ","$2,314.76 ","$1,711.56 ","$1,937.46 ","$1,574.28 ","$1,437.52 ",$426.20 ,$247.76 ,$186.27 ,$376.05 ,$634.27 ,$161.70 ,$270.55 ,"$33,606.12 ","$16,803.06 ","$8,401.53 "
7/13/22 0:00,"$5,944.37 ","$3,554.65 ","$4,470.32 ","$2,381.64 ","$3,595.60 ","$1,119.69 ","$1,462.59 ","$2,632.12 ","$1,335.21 ","$1,836.55 ","$1,836.28 ","$1,716.96 ",$230.45 ,$286.64 ,$218.46 ,$484.44 ,$650.44 ,$329.92 ,$219.51 ,"$34,305.84 ","$17,152.92 ","$8,576.46 "
7/14/22 0:00,"$5,739.55 ","$3,826.86 ","$4,959.70 ","$2,947.31 ","$3,825.28 ","$1,781.61 ","$1,817.62 ","$2,147.88 ","$1,459.20 ","$1,960.69 ","$1,738.38 ","$1,265.91 ",$362.30 ,$221.50 ,$242.14 ,$358.61 ,$671.99 ,$259.08 ,$225.63 ,"$35,811.24 ","$17,905.62 ","$8,952.81 "
7/15/22 0:00,"$5,490.46 ","$3,725.57 ","$4,240.29 ","$2,264.13 ","$3,273.79 ","$1,211.58 ","$1,111.98 ","$2,955.68 ","$1,940.49 ","$1,115.89 ","$1,798.83 ","$1,414.45 ",$571.61 ,$214.36 ,$327.88 ,$468.75 ,$502.75 ,$289.32 ,$318.14 ,"$33,235.95 ","$16,617.98 ","$8,308.99 "
7/16/22 0:00,"$5,227.41 ","$3,038.56 ","$4,763.14 ","$2,472.43 ","$3,917.54 ","$1,500.81 ","$1,289.68 ","$2,127.86 ","$1,354.95 ","$1,989.47 ","$1,729.14 ","$1,938.22 ",$439.33 ,$293.32 ,$268.53 ,$355.16 ,$659.09 ,$315.29 ,$189.88 ,"$33,869.81 ","$16,934.91 ","$8,467.45 "
7/17/22 0:00,"$5,254.36 ","$3,773.11 ","$4,870.18 ","$2,811.38 ","$3,757.73 ","$1,526.10 ","$1,735.40 ","$2,776.76 ","$1,172.99 ","$1,200.30 ","$1,962.76 ","$1,567.09 ",$582.75 ,$289.11 ,$278.52 ,$489.47 ,$518.73 ,$196.07 ,$241.49 ,"$35,004.30 ","$17,502.15 ","$8,751.07 "
7/18/22 0:00,"$5,058.03 ","$3,216.87 ","$4,562.07 ","$2,815.62 ","$3,061.30 ","$1,213.28 ","$1,621.35 ","$2,318.61 ","$1,472.09 ","$1,080.90 ","$1,912.62 ","$1,681.43 ",$536.17 ,$226.87 ,$226.99 ,$508.39 ,$534.76 ,$218.65 ,$162.99 ,"$32,428.99 ","$16,214.50 ","$8,107.25 "
7/19/22 0:00,"$5,434.42 ","$3,903.15 ","$4,456.22 ","$2,750.34 ","$3,572.63 ","$1,492.26 ","$1,443.15 ","$2,732.91 ","$1,652.59 ","$1,656.81 ","$1,990.07 ","$1,745.50 ",$670.58 ,$284.03 ,$283.92 ,$432.48 ,$624.56 ,$311.35 ,$201.59 ,"$35,638.56 ","$17,819.28 ","$8,909.64 "
7/20/22 0:00,"$5,311.80 ","$3,042.92 ","$4,596.18 ","$2,287.83 ","$3,567.44 ","$1,052.82 ","$1,668.91 ","$2,404.76 ","$1,126.51 ","$1,673.49 ","$1,969.62 ","$1,446.71 ",$545.18 ,$275.70 ,$230.82 ,$421.22 ,$502.72 ,$224.24 ,$177.28 ,"$32,526.15 ","$16,263.08 ","$8,131.54 "
7/21/22 0:00,"$5,696.34 ","$3,333.07 ","$4,428.81 ","$2,494.97 ","$3,202.37 ","$1,000.07 ","$1,770.97 ","$2,747.63 ","$1,122.10 ","$1,973.82 ","$1,864.35 ","$1,430.81 ",$479.77 ,$299.54 ,$271.61 ,$396.42 ,$678.54 ,$280.79 ,$218.54 ,"$33,690.52 ","$16,845.26 ","$8,422.63 "
7/22/22 0:00,"$5,377.75 ","$3,099.73 ","$4,555.19 ","$2,186.21 ","$3,334.54 ","$1,880.32 ","$1,897.51 ","$2,900.34 ","$1,303.69 ","$1,771.02 ","$1,526.27 ","$1,470.20 ",$278.59 ,$216.34 ,$257.16 ,$520.78 ,$534.81 ,$313.76 ,$293.13 ,"$33,717.34 ","$16,858.67 ","$8,429.33 "
7/23/22 0:00,"$5,179.60 ","$3,475.59 ","$4,416.93 ","$2,188.40 ","$3,458.28 ","$1,415.59 ","$1,440.36 ","$2,596.14 ","$1,907.65 ","$1,392.66 ","$1,999.55 ","$1,862.02 ",$660.55 ,$289.74 ,$211.58 ,$443.49 ,$483.72 ,$304.96 ,$225.38 ,"$33,952.19 ","$16,976.10 ","$8,488.05 "
7/24/22 0:00,"$5,024.68 ","$3,820.02 ","$4,400.47 ","$2,435.84 ","$3,048.08 ","$1,907.42 ","$1,642.61 ","$2,163.93 ","$1,674.60 ","$1,600.11 ","$1,736.66 ","$1,363.62 ",$698.36 ,$205.70 ,$166.72 ,$501.24 ,$804.42 ,$270.94 ,$241.79 ,"$33,707.21 ","$16,853.61 ","$8,426.80 "
7/25/22 0:00,"$5,067.25 ","$3,298.19 ","$4,695.35 ","$2,738.59 ","$3,149.78 ","$1,496.31 ","$1,381.46 ","$2,951.07 ","$1,221.93 ","$1,609.45 ","$1,530.50 ","$1,885.28 ",$621.24 ,$267.31 ,$174.52 ,$473.97 ,$596.12 ,$334.87 ,$244.72 ,"$33,737.91 ","$16,868.96 ","$8,434.48 "
7/26/22 0:00,"$5,679.39 ","$3,150.93 ","$4,092.85 ","$2,526.58 ","$3,164.00 ","$1,431.11 ","$1,927.05 ","$2,532.49 ","$1,603.49 ","$1,765.42 ","$1,995.71 ","$1,040.92 ",$246.74 ,$266.92 ,$264.98 ,$379.16 ,$824.32 ,$209.57 ,$270.85 ,"$33,372.48 ","$16,686.24 ","$8,343.12 "
7/27/22 0:00,"$5,453.70 ","$3,330.27 ","$4,166.54 ","$2,886.68 ","$3,379.24 ","$1,295.91 ","$1,480.68 ","$2,239.43 ","$1,660.24 ","$1,581.10 ","$1,785.19 ","$1,252.84 ",$255.71 ,$291.57 ,$164.62 ,$384.03 ,$586.62 ,$235.72 ,$182.44 ,"$32,612.53 ","$16,306.26 ","$8,153.13 "
7/28/22 0:00,"$5,536.58 ","$3,813.88 ","$4,851.20 ","$2,830.91 ","$3,747.36 ","$1,081.69 ","$1,410.52 ","$2,408.43 ","$1,523.05 ","$1,386.44 ","$1,729.50 ","$1,897.39 ",$382.46 ,$222.79 ,$240.61 ,$402.45 ,$404.76 ,$304.54 ,$166.55 ,"$34,341.11 ","$17,170.56 ","$8,585.28 "
7/29/22 0:00,"$5,896.67 ","$3,140.38 ","$4,771.08 ","$2,031.61 ","$3,831.30 ","$1,309.69 ","$1,939.47 ","$2,721.09 ","$1,759.38 ","$1,681.46 ","$1,509.89 ","$1,932.77 ",$548.01 ,$217.16 ,$329.81 ,$521.63 ,$489.65 ,$302.38 ,$339.38 ,"$35,272.81 ","$17,636.40 ","$8,818.20 "
7/30/22 0:00,"$5,990.34 ","$3,227.36 ","$4,281.45 ","$2,568.42 ","$3,162.85 ","$1,608.47 ","$1,001.96 ","$2,935.30 ","$1,024.74 ","$1,240.10 ","$1,714.20 ","$1,207.67 ",$613.45 ,$251.35 ,$266.53 ,$414.79 ,$775.91 ,$281.92 ,$207.65 ,"$32,774.46 ","$16,387.23 ","$8,193.62 "
7/31/22 0:00,"$5,216.90 ","$3,068.85 ","$4,377.27 ","$2,609.16 ","$3,751.91 ","$1,762.79 ","$1,331.97 ","$2,906.59 ","$1,191.12 ","$1,349.55 ","$1,591.64 ","$1,217.16 ",$290.41 ,$295.26 ,$345.33 ,$527.79 ,$562.08 ,$175.12 ,$302.33 ,"$32,873.23 ","$16,436.62 ","$8,218.31 "
8/1/22 0:00,"$5,663.08 ","$3,705.71 ","$4,926.03 ","$2,961.58 ","$3,670.71 ","$1,540.83 ","$1,838.21 ","$2,140.29 ","$1,966.37 ","$1,071.63 ","$1,859.47 ","$1,754.25 ",$512.62 ,$227.89 ,$207.58 ,$475.95 ,$780.87 ,$265.69 ,$256.78 ,"$35,825.54 ","$17,912.77 ","$8,956.39 "
8/2/22 0:00,"$5,263.32 ","$3,395.23 ","$4,818.08 ","$2,023.24 ","$3,890.69 ","$1,758.26 ","$1,451.45 ","$2,871.79 ","$1,497.74 ","$1,816.23 ","$1,503.93 ","$1,361.47 ",$279.78 ,$279.67 ,$279.98 ,$491.66 ,$574.69 ,$343.18 ,$286.89 ,"$34,187.28 ","$17,093.64 ","$8,546.82 "
8/3/22 0:00,"$5,020.65 ","$3,310.84 ","$4,614.35 ","$2,531.10 ","$3,968.79 ","$1,157.75 ","$1,348.39 ","$2,590.17 ","$1,076.51 ","$1,071.00 ","$1,766.52 ","$1,205.66 ",$256.05 ,$231.99 ,$336.95 ,$406.10 ,$533.53 ,$202.78 ,$159.20 ,"$31,788.33 ","$15,894.16 ","$7,947.08 "
8/4/22 0:00,"$5,758.38 ","$3,718.63 ","$4,221.49 ","$2,204.78 ","$3,124.46 ","$1,583.24 ","$1,587.82 ","$2,409.68 ","$1,308.18 ","$1,298.80 ","$1,521.86 ","$1,227.24 ",$435.49 ,$225.51 ,$219.88 ,$359.64 ,$760.33 ,$163.79 ,$286.20 ,"$32,415.40 ","$16,207.70 ","$8,103.85 "
8/5/22 0:00,"$5,320.02 ","$3,335.98 ","$4,044.25 ","$2,053.66 ","$3,080.67 ","$1,882.60 ","$1,404.68 ","$2,464.37 ","$1,001.77 ","$1,925.63 ","$1,857.41 ","$1,304.18 ",$630.52 ,$268.41 ,$256.72 ,$440.78 ,$432.53 ,$152.95 ,$318.77 ,"$32,175.90 ","$16,087.95 ","$8,043.98 "
8/6/22 0:00,"$5,383.46 ","$3,727.77 ","$4,431.26 ","$2,587.49 ","$3,799.73 ","$1,217.96 ","$1,329.50 ","$2,794.61 ","$1,579.41 ","$1,559.41 ","$1,976.51 ","$1,832.99 ",$513.85 ,$277.14 ,$319.44 ,$478.12 ,$794.18 ,$270.69 ,$302.63 ,"$35,176.15 ","$17,588.08 ","$8,794.04 "
8/7/22 0:00,"$5,588.32 ","$3,815.20 ","$4,672.63 ","$2,772.60 ","$3,162.17 ","$1,227.67 ","$1,265.97 ","$2,844.78 ","$1,999.48 ","$1,217.88 ","$1,521.66 ","$1,456.38 ",$540.77 ,$201.31 ,$216.27 ,$417.05 ,$588.94 ,$160.43 ,$259.41 ,"$33,928.92 ","$16,964.46 ","$8,482.23 "
8/8/22 0:00,"$5,831.05 ","$3,217.66 ","$4,828.48 ","$2,774.87 ","$3,194.57 ","$1,748.43 ","$1,313.05 ","$2,657.90 ","$1,590.10 ","$1,992.89 ","$1,551.54 ","$1,127.09 ",$396.58 ,$258.36 ,$151.79 ,$540.54 ,$547.92 ,$335.02 ,$157.42 ,"$34,215.26 ","$17,107.63 ","$8,553.81 "
8/9/22 0:00,"$5,628.98 ","$3,973.82 ","$4,852.69 ","$2,030.29 ","$3,882.04 ","$1,812.06 ","$1,924.16 ","$2,058.46 ","$1,610.07 ","$1,880.73 ","$1,757.80 ","$1,371.54 ",$333.44 ,$253.09 ,$348.05 ,$477.76 ,$498.96 ,$326.84 ,$248.68 ,"$35,269.46 ","$17,634.73 ","$8,817.36 "
8/10/22 0:00,"$5,872.65 ","$3,162.36 ","$4,032.78 ","$2,406.95 ","$3,938.96 ","$1,248.05 ","$1,959.67 ","$2,808.46 ","$1,327.73 ","$1,068.18 ","$1,991.23 ","$1,323.17 ",$666.05 ,$238.90 ,$231.22 ,$548.73 ,$667.48 ,$330.24 ,$204.21 ,"$34,027.02 ","$17,013.51 ","$8,506.75 "
8/11/22 0:00,"$5,273.54 ","$3,290.84 ","$4,244.16 ","$2,044.51 ","$3,318.47 ","$1,331.57 ","$1,098.83 ","$2,025.74 ","$1,237.03 ","$1,230.29 ","$1,705.73 ","$1,076.10 ",$405.70 ,$278.53 ,$171.89 ,$510.26 ,$826.58 ,$279.65 ,$262.36 ,"$30,611.78 ","$15,305.89 ","$7,652.94 "
8/12/22 0:00,"$5,798.05 ","$3,179.80 ","$4,339.09 ","$2,247.84 ","$3,842.17 ","$1,631.77 ","$1,735.41 ","$2,387.77 ","$1,508.16 ","$1,642.26 ","$1,807.79 ","$1,823.29 ",$456.70 ,$235.59 ,$297.21 ,$452.06 ,$558.59 ,$156.21 ,$265.73 ,"$34,365.49 ","$17,182.74 ","$8,591.37 "
8/13/22 0:00,"$5,185.64 ","$3,345.51 ","$4,188.73 ","$2,192.88 ","$3,858.86 ","$1,398.43 ","$1,657.76 ","$2,444.17 ","$1,899.79 ","$1,198.80 ","$1,880.83 ","$1,731.35 ",$236.11 ,$254.40 ,$215.01 ,$382.86 ,$503.80 ,$262.37 ,$229.16 ,"$33,066.46 ","$16,533.23 ","$8,266.62 "
8/14/22 0:00,"$5,952.79 ","$3,480.06 ","$4,802.98 ","$2,215.18 ","$3,605.39 ","$1,624.01 ","$1,630.97 ","$2,506.11 ","$1,009.75 ","$1,537.18 ","$1,963.96 ","$1,435.56 ",$234.58 ,$242.79 ,$183.69 ,$479.99 ,$511.44 ,$165.50 ,$300.63 ,"$33,882.56 ","$16,941.28 ","$8,470.64 "
8/15/22 0:00,"$5,687.49 ","$3,522.18 ","$4,767.47 ","$2,339.12 ","$3,566.09 ","$1,496.43 ","$1,032.84 ","$2,255.95 ","$1,569.65 ","$1,165.86 ","$1,588.51 ","$1,701.54 ",$579.03 ,$244.81 ,$173.70 ,$380.25 ,$440.96 ,$166.43 ,$219.77 ,"$32,898.08 ","$16,449.04 ","$8,224.52 "
8/16/22 0:00,"$5,215.51 ","$3,853.61 ","$4,516.83 ","$2,277.42 ","$3,575.84 ","$1,773.65 ","$1,273.45 ","$2,419.07 ","$1,428.51 ","$1,672.71 ","$1,955.71 ","$1,338.71 ",$666.00 ,$248.56 ,$289.51 ,$431.14 ,$506.52 ,$161.14 ,$195.92 ,"$33,799.81 ","$16,899.90 ","$8,449.95 "
8/17/22 0:00,"$5,947.37 ","$3,889.45 ","$4,982.93 ","$2,962.28 ","$3,301.29 ","$1,845.89 ","$1,746.10 ","$2,787.30 ","$1,621.18 ","$1,531.24 ","$1,813.21 ","$1,935.84 ",$518.35 ,$215.62 ,$348.65 ,$448.72 ,$689.89 ,$174.29 ,$275.41 ,"$37,035.01 ","$18,517.50 ","$9,258.75 "
8/18/22 0:00,"$5,730.86 ","$3,220.10 ","$4,144.06 ","$2,352.41 ","$3,618.87 ","$1,863.83 ","$1,495.81 ","$2,271.27 ","$1,839.96 ","$1,969.43 ","$1,902.80 ","$1,500.78 ",$650.02 ,$280.35 ,$228.38 ,$448.93 ,$721.05 ,$255.77 ,$168.85 ,"$34,663.53 ","$17,331.76 ","$8,665.88 "
8/19/22 0:00,"$5,253.94 ","$3,622.89 ","$4,899.65 ","$2,894.17 ","$3,243.58 ","$1,611.53 ","$1,023.89 ","$2,813.25 ","$1,449.04 ","$1,133.81 ","$1,647.78 ","$1,111.20 ",$586.98 ,$229.06 ,$302.75 ,$399.56 ,$587.47 ,$263.37 ,$212.42 ,"$33,286.34 ","$16,643.17 ","$8,321.59 "
8/20/22 0:00,"$5,213.31 ","$3,111.50 ","$4,116.46 ","$2,181.04 ","$3,177.63 ","$1,612.58 ","$1,526.52 ","$2,012.58 ","$1,217.68 ","$1,530.72 ","$1,750.05 ","$1,475.18 ",$264.43 ,$251.63 ,$280.85 ,$354.60 ,$824.64 ,$305.38 ,$230.13 ,"$31,436.91 ","$15,718.46 ","$7,859.23 "
8/21/22 0:00,"$5,518.20 ","$3,458.97 ","$4,163.18 ","$2,763.75 ","$3,412.95 ","$1,449.65 ","$1,847.80 ","$2,142.80 ","$1,376.61 ","$1,311.72 ","$1,604.48 ","$1,360.13 ",$233.33 ,$227.31 ,$234.19 ,$460.66 ,$475.13 ,$306.65 ,$165.13 ,"$32,512.64 ","$16,256.32 ","$8,128.16 "
8/22/22 0:00,"$5,025.66 ","$3,322.33 ","$4,696.22 ","$2,061.35 ","$3,705.78 ","$1,027.61 ","$1,878.42 ","$2,925.30 ","$1,150.55 ","$1,612.69 ","$1,927.30 ","$1,034.10 ",$671.04 ,$285.93 ,$159.79 ,$440.35 ,$722.07 ,$209.64 ,$168.35 ,"$33,024.48 ","$16,512.24 ","$8,256.12 "
8/23/22 0:00,"$5,207.47 ","$3,316.50 ","$4,109.57 ","$2,462.76 ","$3,621.43 ","$1,299.18 ","$1,898.63 ","$2,470.40 ","$1,084.90 ","$1,203.26 ","$1,602.29 ","$1,349.71 ",$280.80 ,$283.17 ,$231.89 ,$362.76 ,$582.32 ,$238.93 ,$258.97 ,"$31,864.94 ","$15,932.47 ","$7,966.24 "
8/24/22 0:00,"$5,424.69 ","$3,482.58 ","$4,565.85 ","$2,005.51 ","$3,964.88 ","$1,063.70 ","$1,527.33 ","$2,050.80 ","$1,375.88 ","$1,925.39 ","$1,774.16 ","$1,976.34 ",$514.58 ,$295.06 ,$155.85 ,$453.52 ,$507.72 ,$251.71 ,$292.46 ,"$33,608.01 ","$16,804.00 ","$8,402.00 "
8/25/22 0:00,"$5,374.17 ","$3,729.83 ","$4,420.23 ","$2,810.29 ","$3,646.46 ","$1,437.79 ","$1,466.97 ","$2,610.44 ","$1,625.70 ","$1,437.92 ","$1,708.96 ","$1,259.65 ",$317.88 ,$236.43 ,$340.45 ,$373.00 ,$487.59 ,$151.05 ,$330.05 ,"$33,764.86 ","$16,882.43 ","$8,441.22 "
8/26/22 0:00,"$5,463.58 ","$3,069.18 ","$4,728.47 ","$2,950.49 ","$3,141.31 ","$1,849.49 ","$1,244.34 ","$2,456.01 ","$1,262.84 ","$1,431.77 ","$1,524.79 ","$1,724.00 ",$457.77 ,$288.70 ,$231.88 ,$548.36 ,$475.43 ,$325.46 ,$327.80 ,"$33,501.67 ","$16,750.84 ","$8,375.42 "
8/27/22 0:00,"$5,277.63 ","$3,879.17 ","$4,900.68 ","$2,035.11 ","$3,161.22 ","$1,596.80 ","$1,866.08 ","$2,088.59 ","$1,915.68 ","$1,786.33 ","$1,706.07 ","$1,154.14 ",$443.76 ,$285.89 ,$265.85 ,$498.01 ,$840.03 ,$249.59 ,$228.33 ,"$34,178.96 ","$17,089.48 ","$8,544.74 "
8/28/22 0:00,"$5,586.78 ","$3,734.81 ","$4,769.87 ","$2,933.85 ","$3,093.07 ","$1,675.53 ","$1,799.86 ","$2,347.96 ","$1,688.95 ","$1,907.52 ","$1,892.20 ","$1,169.32 ",$559.36 ,$257.38 ,$338.15 ,$422.77 ,$575.24 ,$265.82 ,$273.53 ,"$35,291.97 ","$17,645.98 ","$8,822.99 "
8/29/22 0:00,"$5,863.86 ","$3,176.50 ","$4,849.69 ","$2,773.85 ","$3,191.17 ","$1,188.01 ","$1,863.57 ","$2,614.43 ","$1,686.31 ","$1,493.97 ","$1,764.47 ","$1,296.49 ",$610.27 ,$214.76 ,$265.20 ,$517.95 ,$673.66 ,$196.37 ,$172.46 ,"$34,412.99 ","$17,206.50 ","$8,603.25 "
8/30/22 0:00,"$5,117.53 ","$3,939.16 ","$4,032.95 ","$2,358.86 ","$3,597.95 ","$1,261.95 ","$1,225.94 ","$2,627.71 ","$1,691.71 ","$1,771.29 ","$1,652.40 ","$1,014.61 ",$699.43 ,$270.41 ,$184.47 ,$370.44 ,$594.57 ,$305.21 ,$167.79 ,"$32,884.38 ","$16,442.19 ","$8,221.09 "
8/31/22 0:00,"$5,517.38 ","$3,506.31 ","$4,310.20 ","$2,908.88 ","$3,838.29 ","$1,163.13 ","$1,097.90 ","$2,886.90 ","$1,001.68 ","$1,143.94 ","$1,722.71 ","$1,483.65 ",$304.26 ,$294.48 ,$340.32 ,$525.56 ,$764.93 ,$222.28 ,$202.21 ,"$33,235.01 ","$16,617.50 ","$8,308.75 "
9/1/22 0:00,"$5,132.07 ","$3,999.81 ","$4,515.43 ","$2,296.26 ","$3,893.87 ","$1,842.69 ","$1,698.45 ","$2,492.51 ","$1,813.01 ","$1,252.41 ","$1,887.13 ","$1,969.83 ",$418.33 ,$281.93 ,$187.59 ,$481.77 ,$741.36 ,$286.87 ,$283.52 ,"$35,474.84 ","$17,737.42 ","$8,868.71 "
